time,x,y,yaw,vx,vy,yaw_rate,lat_accel_g,FL,FR,RL,RR
2.46,92.8243,0,0,35.7745,0,0,0,4834.62,4834.62,1130.22,1130.22
2.47,93.1806,0,0,35.5185,0,0,0,4824.16,4824.16,1111.44,1111.44
2.48,93.5345,0,0,35.3287,0,0,0,2938.83,2938.83,2971.55,2971.55
2.49,93.8864,0,0,35.0751,0,0,0,4805.65,4805.65,1079.8,1079.8
2.5,94.2358,0,0,34.8228,0,0,0,4795.71,4795.71,1061.49,1061.49
2.51,94.5827,0,0,34.6037,0,0,0,4786.83,4786.83,1046,1046
2.52,94.9274,0,0,34.354,0,0,0,4777.25,4777.25,1028,1028
2.53,95.2695,0,0,34.1056,0,0,0,4767.85,4767.85,1010.16,1010.16
2.54,95.6095,0,0,33.9207,0,0,0,4760.19,4760.19,997.656,997.656
2.55,95.9474,0,0,33.6746,0,0,0,4751.11,4751.11,980.096,980.096
2.56,96.2828,0,0,33.4298,0,0,0,4742.2,4742.2,962.693,962.693
2.57,96.616,0,0,33.247,0,0,0,4734.87,4734.87,950.49,950.49
2.58,96.9472,0,0,33.0045,0,0,0,4726.26,4726.26,933.356,933.356
2.59,97.2759,0,0,32.7632,0,0,0,4717.82,4717.82,916.372,916.372
2.6,97.6025,0,0,32.5825,0,0,0,4710.82,4710.82,904.455,904.455
2.61,97.927,0,0,32.3433,0,0,0,4702.67,4702.67,887.729,887.729
2.62,98.2491,0,0,32.1053,0,0,0,4694.68,4694.68,871.149,871.149
2.63,98.5692,0,0,31.9557,0,0,0,4688.56,4688.56,861.909,861.909
2.64,98.8874,0,0,31.7196,0,0,0,4680.84,4680.84,845.561,845.561
2.65,99.2033,0,0,31.4848,0,0,0,4673.27,4673.27,829.352,829.352
2.66,99.5171,0,0,31.3363,0,0,0,2790.86,2790.86,2693.96,2693.96
2.67,99.8292,0,0,31.1033,0,0,0,4660.04,4660.04,804.322,804.322
2.68,100.139,0,0,30.8714,0,0,0,4652.87,4652.87,788.472,788.472
2.69,100.446,0,0,30.6684,0,0,0,2769.85,2769.85,2648.75,2648.75
2.7,100.752,0,0,30.4663,0,0,0,4639.83,4639.83,761.707,761.707
2.71,101.055,0,0,30.2374,0,0,0,4633.07,4633.07,746.218,746.218
2.72,101.357,0,0,30.0097,0,0,0,4626.45,4626.45,730.858,730.858
2.73,101.656,0,0,29.864,0,0,0,4621.06,4621.06,722.27,722.27
2.74,101.953,0,0,29.638,0,0,0,4614.67,4614.67,707.116,707.116
2.75,102.249,0,0,29.413,0,0,0,4608.42,4608.42,692.085,692.085
2.76,102.542,0,0,29.2946,0,0,0,4603.53,4603.53,685.836,685.836
2.77,102.834,0,0,29.0712,0,0,0,4597.49,4597.49,670.991,670.991
2.78,103.123,0,0,28.8488,0,0,0,4591.58,4591.58,656.265,656.265
2.79,103.41,0,0,28.6532,0,0,0,2709.81,2709.81,2517.66,2517.66
2.8,103.697,0,0,28.5355,0,0,0,4581.35,4581.35,637.688,637.688
2.81,103.981,0,0,28.3155,0,0,0,4575.76,4575.76,623.244,623.244
2.82,104.263,0,0,28.0965,0,0,0,4570.3,4570.3,608.915,608.915
2.83,104.543,0,0,27.9789,0,0,0,4565.71,4565.71,602.935,602.935
2.84,104.821,0,0,27.7613,0,0,0,4560.45,4560.45,588.778,588.778
2.85,105.098,0,0,27.5447,0,0,0,4555.3,4555.3,574.732,574.732
2.86,105.372,0,0,27.329,0,0,0,4550.28,4550.28,560.796,560.796
2.87,105.645,0,0,27.2119,0,0,0,4545.87,4545.87,554.973,554.973
2.88,105.916,0,0,26.9976,0,0,0,4541.03,4541.03,541.202,541.202
2.89,106.185,0,0,26.7843,0,0,0,4536.31,4536.31,527.537,527.537
2.9,106.452,0,0,26.6671,0,0,0,2655.93,2655.93,2395.85,2395.85
2.91,106.717,0,0,26.4789,0,0,0,4527.54,4527.54,510.256,510.256
2.92,106.981,0,0,26.2677,0,0,0,4523.1,4523.1,496.843,496.843
2.93,107.243,0,0,26.0573,0,0,0,4518.78,4518.78,483.532,483.532
2.94,107.503,0,0,25.9869,0,0,0,2638.66,2638.66,2355.86,2355.86
2.95,107.761,0,0,25.7777,0,0,0,4510.51,4510.51,468.59,468.59
2.96,108.018,0,0,25.5694,0,0,0,4506.45,4506.45,455.511,455.511
2.97,108.272,0,0,25.3618,0,0,0,4502.5,4502.5,442.529,442.529
2.98,108.526,0,0,25.3131,0,0,0,4498.41,4498.41,442.665,442.665
2.99,108.778,0,0,25.1065,0,0,0,4494.59,4494.59,429.802,429.802
3,109.028,0,0,24.9008,0,0,0,4490.88,4490.88,417.033,417.033
3.01,109.275,0,0,24.6959,0,0,0,4487.27,4487.27,404.359,404.359
3.02,109.522,0,0,24.6676,0,0,0,2607.16,2607.16,2280.48,2280.48
3.03,109.768,0,0,24.4636,0,0,0,4479.6,4479.6,393.735,393.735
3.04,110.011,0,0,24.2603,0,0,0,4476.21,4476.21,381.257,381.257
