time,x,y,yaw,vx,vy,yaw_rate,lat_accel_g
4.5,235.888,33.0412,0.719111,72.9847,-3.05856,0.473724,3.52443
4.51,236.456,33.5006,0.723848,73.0372,-3.06421,0.473676,3.5266
4.52,237.023,33.963,0.728584,73.0896,-3.06985,0.473627,3.52876
4.53,237.588,34.4284,0.73332,73.1418,-3.07547,0.473577,3.53092
4.54,238.151,34.8967,0.738056,73.1939,-3.08108,0.473528,3.53306
4.55,238.712,35.368,0.742791,73.2458,-3.08667,0.473479,3.5352
4.56,239.271,35.8423,0.747525,73.2976,-3.09225,0.47343,3.53734
4.57,239.829,36.3196,0.752259,73.3493,-3.09782,0.47338,3.53946
4.58,240.385,36.7998,0.756993,73.4009,-3.10338,0.47333,3.54158
4.59,240.939,37.2829,0.761726,73.4523,-3.10893,0.473281,3.54368
4.6,241.491,37.7689,0.766458,73.5035,-3.11446,0.473231,3.54579
4.61,242.041,38.2579,0.77119,73.5547,-3.11998,0.473181,3.54788
4.62,242.589,38.7498,0.775922,73.6057,-3.12548,0.473131,3.54996
4.63,243.135,39.2446,0.780653,73.6565,-3.13098,0.473081,3.55204
4.64,243.679,39.7423,0.785384,73.7073,-3.13646,0.473031,3.55411
4.65,244.221,40.2429,0.790114,73.7579,-3.14193,0.472981,3.55618
4.66,244.762,40.7464,0.794843,73.8083,-3.14738,0.472931,3.55823
4.67,245.3,41.2527,0.799572,73.8587,-3.15283,0.472881,3.56028
4.68,245.836,41.7619,0.804301,73.9089,-3.15826,0.47283,3.56232
4.69,246.371,42.274,0.809029,73.9589,-3.16368,0.47278,3.56435
4.7,246.903,42.7889,0.813756,74.0089,-3.16908,0.472729,3.56638
4.71,247.433,43.3067,0.818483,74.0587,-3.17447,0.472679,3.5684
4.72,247.961,43.8272,0.82321,74.1084,-3.17985,0.472628,3.57041
